b_bookkey,b_authorkey,b_genre,title
204,204,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Novels', 'Speculative Fiction']",Stranger in a Strange Land
205,205,"['Classics', 'Fiction', 'Literature', 'Novels', 'Historical Fiction', 'American', 'Spain']",The Sun Also Rises
206,206,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Romance', 'Adventure']","Divergent (Divergent, #1)"
207,207,"['Fantasy', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Classics', 'Historical']","The Mists of Avalon (Avalon, #1)"
208,208,"['Christian', 'Nonfiction', 'Religion', 'Theology', 'Christianity', 'Classics', 'Philosophy']",Mere Christianity
209,209,"['Childrens', 'Classics', 'Picture Books', 'Fiction', 'Animals', 'Fantasy', 'Short Stories']",The Tale of Peter Rabbit
210,210,"['Fantasy', 'Fiction', 'Classics', 'Childrens', 'Young Adult', 'Middle Grade', 'Adventure']",The Phantom Tollbooth
211,211,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Short Stories', 'School', 'Historical']",The Things They Carried
212,212,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens']","The Lightning Thief (Percy Jackson and the Olympians, #1)"
213,213,"['Mystery', 'Classics', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Audiobook']","Murder on the Orient Express (Hercule Poirot, #10)"
214,214,"['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Historical', 'Middle Grade']",Number the Stars
215,215,"['History', 'Nonfiction', 'Politics', 'Classics', 'Philosophy', 'Law', 'Reference']",The Constitution of the United States of America
216,216,"['History', 'Nonfiction', 'American History', 'Classics', 'Historical', 'Politics', 'Race']",Bury My Heart at Wounded Knee: An Indian History of the American West
217,217,"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure']",James and the Giant Peach
218,218,"['Graphic Novels', 'Comics', 'Nonfiction', 'History', 'Biography', 'Memoir', 'Historical']",The Complete Maus
219,219,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Comedy', 'Science Fiction Fantasy']","The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)"
220,220,"['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Classics', 'Novels']",Middlesex
221,221,"['History', 'Nonfiction', 'Classics', 'Holocaust', 'War', 'Historical', 'World War II']",Schindler's List
222,222,"['Nonfiction', 'Biography', 'History', 'Memoir', 'Autobiography', 'Race', 'Politics']",The Autobiography of Malcolm X
223,223,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Graphic Novels Comics', 'Comedy']",The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury
224,224,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical']",A Little Princess
225,225,"['Nonfiction', 'Memoir', 'Biography', 'Psychology', 'Autobiography', 'Abuse', 'Adult']","A Child Called ""It"" (Dave Pelzer, #1)"
226,226,"['Nonfiction', 'Memoir', 'Biography', 'Travel', 'Education', 'Book Club', 'Biography Memoir']",Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time
227,227,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '19th Century', 'Philosophy']",Leaves of Grass
228,228,"['Travel', 'Adventure', 'Classics', 'Fiction', 'Nature', 'School', 'Biography Memoir']",Into the Wild
229,229,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'African American', 'Literature', 'Feminism']",Their Eyes Were Watching God
230,230,"['Fiction', 'Fantasy', 'Childrens', 'Classics', 'Animals', 'Young Adult', 'Adventure']",The Wind in the Willows
231,231,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Teen', 'Coming Of Age']",Speak
232,232,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Middle Grade']",Peter Pan
233,233,"['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'History', 'School', 'Literature']",The Republic
234,234,"['History', 'Nonfiction', 'Politics', 'American History', 'Historical', 'Social Justice', 'Classics']",A People's History of the United States
235,235,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'Humor']",The World According to Garp
236,236,"['Fantasy', 'Fiction', 'Mythology', 'Urban Fantasy', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy']","American Gods (American Gods, #1)"
237,237,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'Realistic Fiction', 'School']","Holes (Holes, #1)"
238,238,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen']",Looking for Alaska
239,239,"['Nonfiction', 'Biography', 'Classics', 'Memoir', 'History', 'Autobiography', 'Biography Memoir']",The Story of My Life
240,240,"['Historical Fiction', 'Fiction', 'Religion', 'Historical', 'Spirituality', 'Novels', 'Literature']",The Secret Magdalene
241,241,"['Fiction', 'Classics', 'Historical Fiction', 'Africa', 'School', 'Literature', 'Nigeria']","Things Fall Apart (The African Trilogy, #1)"
242,242,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Thriller']","The Hound of the Baskervilles (Sherlock Holmes, #5)"
243,243,"['Nonfiction', 'Science', 'History', 'Audiobook', 'Humor', 'Physics', 'Popular Science']",A Short History of Nearly Everything
244,244,"['Fantasy', 'Fiction', 'Humor', 'Urban Fantasy', 'Comedy', 'Audiobook', 'Science Fiction Fantasy']","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch"
245,245,"['Nonfiction', 'Self Help', 'Memoir', 'Mental Health', 'Biography']",The Addiction Manifesto
246,246,"['Science', 'Nonfiction', 'Physics', 'History', 'Classics', 'Astronomy', 'Philosophy']",A Brief History of Time
247,247,['Fiction'],Ø²Ù†Ø¯Ú¯ÛŒ Ù…Ù‡ Ø¢Ù„ÙˆØ¯ Ù¾Ø±ÛŒØ§
248,248,"['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Adventure']",Island of the Blue Dolphins
249,249,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Literature', 'Novels', 'American']",A Farewell to Arms
250,250,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia']",Cat's Cradle
251,251,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'School', 'Coming Of Age', 'High School']",A Separate Peace
252,252,"['Fiction', 'Dystopia', 'Science Fiction', 'Classics', 'Novels', 'Literature', 'Portugal']",Blindness
253,253,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Fairy Tales', 'Short Stories', 'Literature']",The Complete Fairy Tales
254,254,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'School']",The Raven
255,255,"['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Spirituality', 'Faith', 'Inspirational']",The Shack
256,256,"['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Atheism', 'Psychology', 'Spirituality']",The God Delusion
257,257,"['Fiction', 'Historical Fiction', 'LGBT', 'Classics', 'Chick Lit', 'Queer', 'Historical']",Fried Green Tomatoes at the Whistle Stop Cafe (Whistle Stop #1)
258,258,"['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Romance', '19th Century']",Madame Bovary
259,259,"['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Adult Fiction', 'Adult']",The Joy Luck Club
260,260,"['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'Spirituality', 'Poetry', 'China']",Tao Te Ching
261,261,"['Fiction', 'Classics', 'Historical Fiction', 'Holocaust', 'War', 'Historical', 'World War II']",Sophie's Choice
262,262,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature']",The Neverending Story
263,263,"['Fiction', 'Classics', 'Humor', 'Literature', 'Comedy', 'Novels', 'American']",A Confederacy of Dunces
264,264,"['Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Romance', 'Adult']",Never Let Me Go
265,265,"['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development', 'Leadership', 'Communication']",How to Win Friends and Influence People
266,266,"['Fiction', 'Contemporary', 'Historical Fiction', 'Novels', 'Literary Fiction', 'Adult', 'Adult Fiction']",Extremely Loud & Incredibly Close
267,267,"['Historical Fiction', 'Fiction', 'Egypt', 'Historical', 'Philosophy', 'Literature', 'Africa']",Flow Down Like Silver
268,268,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Classics', 'Romance', 'Adventure']","The Clan of the Cave Bear (Earth's Children, #1)"
269,269,"['History', 'Nonfiction', 'Science', 'Anthropology', 'Sociology', 'Politics', 'Economics']","Guns, Germs, and Steel: The Fates of Human Societies"
270,270,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adventure', 'Crime']","Angels & Demons (Robert Langdon, #1)"
271,271,"['Classics', 'Fiction', 'Romance', 'Literature', 'Historical Fiction', '19th Century', 'Victorian']",Tess of the D'Urbervilles
272,272,"['Classics', 'Fiction', 'Historical Fiction', 'Feminism', 'LGBT', 'Historical', 'African American']",The Color Purple
273,273,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']","Outlander (Outlander, #1)"
274,274,"['Young Adult', 'Fantasy', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']","Eclipse (The Twilight Saga, #3)"
275,275,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']",The Tao of Pooh
276,276,"['Fiction', 'Classics', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', 'Novels']",One Day in the Life of Ivan Denisovich
277,277,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity']",The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change
278,278,"['Classics', 'Fiction', 'Literature', 'Novels', 'Ireland', 'Irish Literature', '20th Century']",Ulysses
279,279,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']",A Light in the Attic
280,280,"['Nonfiction', 'Sociology', 'Politics', 'Economics', 'Memoir', 'Social Justice', 'Poverty']",Nickel and Dimed: On (Not) Getting by in America
281,281,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']","Breaking Dawn (The Twilight Saga, #4)"
282,282,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Politics', 'School', 'Novels']",The Jungle
283,283,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels']","Lonesome Dove (Lonesome Dove, #1)"
284,284,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult']","The Name of the Wind (The Kingkiller Chronicle, #1)"
285,285,"['Classics', 'Fiction', 'Horror', 'Romance', 'Gothic', 'Mystery', 'Historical Fiction']",The Phantom of the Opera
286,286,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'Philosophy']",Paradise Lost
287,287,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Animals']",Horton Hears a Who!
288,288,"['Fiction', 'India', 'Historical Fiction', 'Classics', 'Contemporary', 'Literary Fiction', 'Indian Literature']",The God of Small Things
289,289,"['Nonfiction', 'Classics', 'Animals', 'Memoir', 'Biography', 'Humor', 'Nature']",All Creatures Great and Small / All Things Bright and Beautiful
290,290,"['Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Coming Of Age', 'Realistic Fiction']","Are You There God? It's Me, Margaret"
291,291,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Classics', 'Crime']",The Green Mile
292,292,"['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'Literature', 'Historical Fiction']",The Iliad / The Odyssey
293,293,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'Fantasy', 'Spanish Literature', 'Historical']",The House of the Spirits
294,294,"['Fiction', 'Adventure', 'Classics', 'Historical Fiction', 'Young Adult', 'Childrens', 'Pirates']",Treasure Island
295,295,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery']","The Shining (The Shining, #1)"
296,296,"['Graphic Novels', 'Comics', 'Fiction', 'Dystopia', 'Science Fiction', 'Graphic Novels Comics', 'Classics']",V for Vendetta
297,297,"['Classics', 'Poetry', 'Fiction', 'Plays', 'Drama', 'Literature', 'Reference']",The Complete Works
298,298,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']","New Moon (The Twilight Saga, #2)"
299,299,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Opera', 'Literature']","The Foundation Trilogy (Foundation, #1-3)"
300,300,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Historical Fiction', 'Read For School']",Julius Caesar
301,301,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']","Little House in the Big Woods (Little House, #1)"
302,302,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Science Fiction', 'Horror']","Neverwhere (London Below, #1)"
303,303,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'World War II', 'Book Club', 'War']",The Guernsey Literary and Potato Peel Pie Society
304,304,"['Writing', 'Nonfiction', 'Reference', 'Language', 'Classics', 'Education', 'Self Help']",The Elements of Style
305,305,"['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', 'Literature', 'School']",The Importance of Being Earnest
306,306,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Audiobook', 'Adventure']","Harry Potter and the Order of the Phoenix (Harry Potter, #5)"
307,307,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'War', 'Novels', 'American']",For Whom the Bell Tolls
308,308,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', '19th Century', 'Novels', 'British Literature']",David Copperfield
309,309,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook']","Unbroken: A World War II Story of Survival, Resilience and Redemption"
310,310,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']","The Girl Who Played with Fire (Millennium, #2)"
311,311,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Australia', 'Historical', 'Historical Romance']",The Thorn Birds
312,312,"['Philosophy', 'Fiction', 'Classics', 'Spirituality', 'Travel', 'Psychology', 'Self Help']","Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)"
313,313,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']",Death of a Salesman
314,314,"['Nonfiction', 'Travel', 'Memoir', 'Humor', 'Nature', 'Adventure', 'Audiobook']",A Walk in the Woods: Rediscovering America on the Appalachian Trail
315,315,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']",Othello
316,316,"['Philosophy', 'Nonfiction', 'Politics', 'Classics', 'History', 'Economics', 'Sociology']",The Communist Manifesto
317,317,"['Classics', 'Poetry', 'Fiction', 'Fantasy', 'Mythology', 'School', 'Literature']",Beowulf
318,318,"['Fiction', 'Romance', 'Japan', 'Contemporary', 'Japanese Literature', 'Novels', 'Classics']",Norwegian Wood
319,319,"['Fantasy', 'Fiction', 'Adult', 'Retellings', 'Science Fiction Fantasy', 'Adult Fiction', 'Witches']","Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)"
320,320,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Classics', 'Mystery']",It
321,321,"['Fiction', 'Contemporary', 'Adult', 'Thriller', 'Adult Fiction', 'Audiobook', 'Book Club']",Room
322,322,"['Fiction', 'Historical Fiction', 'India', 'Indian Literature', 'Literary Fiction', 'Canada', 'Historical']",A Fine Balance
323,323,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']","Eragon (The Inheritance Cycle, #1)"
324,324,"['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Jewish', 'Religion', 'School']","The Chosen (Reuven Malther, #1)"
325,325,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Mystery', 'Teen']",Thirteen Reasons Why
326,326,"['History', 'Nonfiction', 'World War I', 'Biography', 'War', 'Travel', 'Politics']",The Trigger: Hunting the Assassin Who Brought the World to War
327,327,"['Classics', 'Fiction', 'Feminism', 'School', 'Literature', 'Historical Fiction', 'Read For School']",The Awakening
328,328,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook']",The Martian Chronicles
329,329,"['Fiction', 'Historical Fiction', 'Classics', 'German Literature', 'Romance', 'Holocaust', 'Historical']",The Reader
330,330,"['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Personal Development', 'Management']",Who Moved My Cheese?
331,331,"['Fiction', 'Classics', 'Philosophy', 'France', 'Literature', 'French Literature', 'Novels']",The Plague
332,332,"['Young Adult', 'Science Fiction', 'Fantasy', 'Romance', 'Fiction', 'Dystopia', 'Paranormal']","The Host (The Host, #1)"
333,333,"['Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Religion', 'Comedy', 'Historical']","Lamb: The Gospel According to Biff, Christ's Childhood Pal"
334,334,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics']","Calvin and Hobbes (Calvin and Hobbes, #1)"
335,335,"['Fiction', 'Classics', 'Africa', 'Historical Fiction', 'South Africa', 'Literature', 'School']","Cry, the Beloved Country"
336,336,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Cyberpunk', 'Science Fiction Fantasy', 'Fantasy']",Do Androids Dream of Electric Sheep?
337,337,"['Religion', 'Christian', 'Nonfiction', 'Classics', 'Christianity', 'Reference', 'Spirituality']",Holy Bible: New International Version
338,338,"['Classics', 'Plays', 'Fiction', 'Drama', 'Romance', 'School', 'Theatre']",Much Ado About Nothing
339,339,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Drama', 'Suspense', 'Contemporary']",The Elephant Tree
