a_authorkey,a_authorname
1227,Malcolm McCoard
1228,Mya Robarts
1229,Lauren Oliver
1230,Tom Rob Smith
1231,Stephen Hawking
1232,Cormac McCarthy
1233,Denis Johnson
1234,Chris A. Jones
1235,Anonymous
1236,Lucy Pireel
1237,Philip Roth
1238,BrenÃ© Brown
1239,Robert Dugoni
1240,Ned Vizzini
1241,William Shakespeare
1242,Edward Gibbon
1243,Patti Smith
1244,Malcolm McCoard
1245,David Sedaris
1246,James A. Michener
1247,David J Morden
1248,Jonathan Franzen
1249,Dennis Cooper
1250,Terry Pratchett
1251,Irvine Welsh
1252,Peter Mayle
1253,Malcolm McCoard
1254,Jeff Kinney
1255,Franz Kafka
1256,Claudia   Clark
1257,Trevor Noah
1258,Tamora Pierce
1259,Heath Sommer
1260,F. Scott Fitzgerald
1261,Nicholas D. Kristof
1262,Kirsten Fullmer
1263,Hilary Mantel
1264,Tom Stoppard
1265,Larry Godwin
1266,Malcolm McCoard
1267,Brandon Mull
1268,RyÅ« Murakami
1269,Lauren  Hough
1270,Jamie McGuire
1271,Philip Roth
1272,Kirsten Fullmer
1273,Stephen King
1274,Samuel R. George
1275,Richelle Mead
1276,Lauren Oliver
1277,Malcolm McCoard
1278,Malcolm McCoard
1279,S.G. Blaise
1280,Virginia Woolf
1281,Richelle Mead
1282,Chuck Palahniuk
1283,Mohsin Hamid
1284,Beverly Lowry
1285,Lauren Weisberger
1286,Aporva Kala
1287,Gavin de Becker
1288,Dennis Cooper
1289,Ian McEwan
1290,Knut Hamsun
1291,Douglas Adams
1292,Chelsea Handler
1293,Elizabeth Wein
1294,Agatha Christie
1295,Charles Bukowski
1296,J.B. Lion
1297,Neil Postman
1298,Michelle Obama
1299,William S. Burroughs
1300,Ta-Nehisi Coates
1301,Henry Miller
1302,Graeme Simsion
1303,J.G. Ballard
1304,Stephen King
1305,Alice Sebold
1306,John Wyndham
1307,Thomas Ã  Kempis
1308,Mindy Kaling
1309,Paul Auster
1310,Rudyard Kipling
1311,Gaylan D. Wright
1312,Jon Scieszka
1313,James Hilton
1314,Randy Loubier
1315,Rachel Caine
1316,George R.R. Martin
1317,Jeff Lindsay
1318,M.G. Wells
1319,Duncan Whitehead
1320,Agatha Christie
1321,David Grann
1322,Agatha Christie
1323,Michael   Lewis
1324,Bret Easton Ellis
1325,Ben Goldacre
1326,Wally Lamb
1327,Jeff W. Horton
1328,Amanda Palmer
1329,Richelle Mead
1330,Chuck Palahniuk
1331,Plato
1332,Charles Bukowski
1333,Barack Obama
1334,Jodi Picoult
1335,Lee Strobel
1336,Rainbow Rowell
1337,Josephine Tey
1338,Denis Johnson
1339,Meg Cabot
1340,Michelle Magorian
1341,Laurence Sterne
1342,Elizabeth Strout
1343,John Grisham
1344,Aristotle
1345,Michael G. Kramer
1346,Rick Riordan
1347,Stephanie M. Allen
1348,Andre Dubus III
1349,Hannah  Green
1350,Shirley Jackson
1351,Thomas Mann
1352,Stephen King
1353,William Peter Blatty
1354,TÃ©a Obreht
1355,Haruki Murakami
1356,M. Ageyev
1357,Jean-Jacques Rousseau
1358,Heather   Morris
1359,Christopher  Shields
1360,John Fowles
1361,Malcolm Gladwell
1362,Patrick Radden Keefe
1363,Alyson Noel
1364,J.G. Ballard
1365,Michael G. Kramer
1366,Terry Pratchett
1367,Lundy Bancroft
1368,Zadie Smith
1369,BrenÃ© Brown
1370,Robert A. Heinlein
1371,JosÃ© Saramago
1372,Gerald Durrell
1373,Deborah Harkness
1374,Ann Brashares
1375,Lee Matthew Goldberg
1376,Stephen Douglass
1377,Anne Rice
1378,Karl Wiggins
1379,Robert K. Massie
1380,Laini Taylor
1381,Bret Easton Ellis
1382,Amy Poehler
1383,Heath Sommer
1384,Plato
1385,Martin Amis
1386,Philip Roth
1387,Joydeep Roy-Bhattacharya
1388,Melinda Leigh
1389,Douglas R. Hofstadter
1390,Megan Abbott
1391,Willa Cather
1392,Sophia R. Tyler
1393,Rick Riordan
1394,Shelli Johnson
1395,Aleksandr Solzhenitsyn
1396,Jane Goodall
1397,Sophie Kinsella
1398,Michael Chabon
1399,Dan Ariely
1400,Atul Gawande
1401,Graham Greene
1402,Dave Eggers
1403,Paige Dearth
1404,Orson Scott Card
1405,Tom Standage
1406,Beryl Markham
1407,Maria Nhambu
1408,Daniel Silva
1409,David Levithan
1410,Thomas Pynchon
1411,Chelsea Handler
1412,Chris Van Allsburg
1413,Sophie Kinsella
1414,Connie Willis
1415,John Gardner
1416,Monica Drake
1417,Alison Bechdel
1418,Margaret Atwood
1419,James A. Michener
1420,J.D. Robb
1421,Chuck Klosterman
1422,Steven Decker
1423,Sheryl Sandberg
1424,P.G. Wodehouse
1425,Astrid Lindgren
1426,Ashlee Vance
1427,C.S. Lewis
1428,E. Nesbit
1429,Michelle Alexander
1430,Don Barr
1431,Astrid Lindgren
1432,Harper Lee
1433,Austin Kleon
1434,Wallace Stegner
1435,Eleanor H. Porter
1436,Doris Kearns Goodwin
1437,B.A. Paris
1438,Robert B. Cialdini
1439,Kay Redfield Jamison
1440,Michael Taylor
1441,Kristen Hope Mazzola
1442,Jean M. Auel
1443,Charles Portis
1444,Flannery O'Connor
1445,Rhys Bowen
1446,Lili Anolik
1447,Liane Moriarty
1448,Christine M. Knight
1449,David    Allen
1450,Oscar Wilde
1451,Naomi Wolf
1452,Matthew Quick
1453,Yuval Noah Harari
1454,Dava Sobel
1455,Sue Klebold
1456,Marcel Proust
1457,Barbara Kingsolver
1458,Chuck Palahniuk
1459,HonorÃ© de Balzac
1460,Susan Beth Pfeffer
1461,Joan Didion
1462,Max Nowaz
1463,Robert Dugoni
1464,Vaclav Smil
1465,Nick Trenton
1466,Thucydides
1467,Terry Pratchett
1468,Kirsten Fullmer
1469,Michael D. Watkins
1470,Richard H. Thaler
1471,Kirsten Fullmer
1472,Denis Johnson
1473,Tabitha Suzuma
1474,James Herriot
1475,E.L. James
1476,Jim Thompson
1477,Geraldine Brooks
1478,Ian McEwan
1479,Pablo Neruda
1480,Luca  Rossi
1481,Virginia Lee Burton
1482,Brian  Courtney
1483,Stephenie Meyer
1484,Nassim Nicholas Taleb
1485,Herodotus
1486,Carolyn Cutler Hughes
1487,Lorraine Hansberry
1488,Philip Roth
1489,Robert Shea
1490,Adam M. Grant
1491,William S. Burroughs
1492,Chuck Palahniuk
1493,Steven Decker
1494,Randall Munroe
1495,Thom  Stark
1496,Steven D. Levitt
1497,Kristin Cashore
1498,Thomas  Harris
1499,Hunter S. Thompson
1500,Matthew Desmond
1501,Mitch Albom
1502,David Ebershoff
1503,Umberto Eco
1504,David McRaney
1505,Marie KondÅ
1506,Martin Cruz Smith
1507,Colleen Hoover
1508,Kyle Keyes
1509,P.L. Travers
1510,Cristiane Serruya
1511,Gail Brewer-Giorgio
1512,Anna Halabi
1513,Stefan Piech
1514,Toni Morrison
1515,Gleb Tsipursky
1516,Avery Aster
1517,Travis Bradberry
1518,Avery Aster
1519,Max Nowaz
1520,Jon Ronson
1521,W. Bruce Cameron
1522,Robert Gill Jr.
1523,Blaine Harden
1524,Paulo Coelho
1525,Pat Conroy
1526,ImmaculÃ©e Ilibagiza
1527,David Fishelson
1528,Lucian Bane
1529,Kathy Reichs
1530,Elizabeth Gilbert
1531,Isabel Wilkerson
1532,Laura Ingalls Wilder
1533,Anna Ruston
1534,Dr. Seuss
1535,Jamie Ford
1536,Rick Riordan
1537,Milan Kundera
1538,Michael Dadich
1539,Mitch Albom
1540,Simin Daneshvar
1541,Kevin Moccia
1542,J.K. Franko
1543,Vikram Seth
1544,Daniel Goleman
1545,Greg Sestero
1546,Barbara Demick
1547,Douglas Adams
1548,Jim Thompson
1549,William S. Burroughs
1550,Marina Keegan
1551,Carrie Fisher
1552,Miyamoto Musashi
1553,Misty Griffin
1554,Tiago Forte
1555,Kirsten Fullmer
1556,David Grann
1557,Lucinda   Davis
1558,Daniella Dechristopher
1559,Donna Woolfolk Cross
1560,Vicki Myron
1561,J.G. Ballard
1562,Marisha Pessl
1563,Sophia Amoruso
1564,C. Michaels
1565,Katherine Applegate
1566,Robert   Shaw
1567,Jhumpa Lahiri
1568,Henry James
1569,Jim Dwyer
1570,Bill Bryson
1571,Cornelia Funke
1572,Lee Matthew Goldberg
1573,Amy Tan
1574,Siddhartha Mukherjee
1575,Greg McKeown
1576,Sue Monk Kidd
1577,Friedrich A. Hayek
1578,Cal Newport
1579,M.L. Woolley
1580,Michael   Lewis
1581,Irvine Welsh
1582,Margot Lee Shetterly
1583,J.D. Vance
1584,Lorenzo Carcaterra
1585,Chuck Palahniuk
1586,Megan Abbott
1587,Dennis Cooper
1588,Terry Pratchett
1589,Norman Doidge
1590,John Eldredge
1591,Armistead Maupin
1592,Jon   Stewart
1593,Ralph Waldo Emerson
1594,Angela Duckworth
1595,David Sedaris
1596,Keri Hulme
1597,Seth Stephens-Davidowitz
1598,Melinda Leigh
1599,Susan Tarr
1600,Cory Doctorow
1601,Nicholas Sparks
1602,Mortimer J. Adler
1603,Kurt Vonnegut Jr.
1604,Jaeson D. Rau
1605,Taylor Jenkins Reid
1606,Karl Braungart
1607,Durgesh Satpathy
1608,Mark T. Sullivan
1609,C.M. Meridian
1610,Alex Garland
1611,RyÅ« Murakami
1612,Anastacia Moore
1613,Jonah Lehrer
1614,RyÅ« Murakami
1615,C.M. Meridian
1616,Janet E. Morris
1617,Irvine Welsh
1618,Tom Robbins
1619,Terry Pratchett
1620,Stacy Schiff
1621,O.L. Ramos
1622,Colum McCann
1623,Michael Pollan
1624,O.L. Ramos
1625,Jonathan Haidt
1626,J.K. Rowling
1627,Lawrence Wright
1628,Ken Follett
1629,Helene Hanff
1630,Martin Amis
1631,Ron Hall
1632,Grace Metalious
1633,Theodore Dreiser
1634,Oliver Burkeman
1635,Kelly Braffet
1636,Jodi Picoult
1637,Lauren Graham
1638,Anne Lamott
1639,Kendra Elliot
1640,Ralph Moody
1641,John Scalzi
1642,Stephen Hawking
1643,Ian McEwan
1644,Michael  Moss
1645,Mandy Stadtmiller
1646,Jack Kerouac
1647,David   Crow
1648,Nick Cave
1649,Carol Shields
1650,R. Grey Hoover
1651,Larry  Gottlieb
1652,Lois Lowry
1653,Stephen King
1654,John Grisham
1655,Denis Johnson
1656,Piper Kerman
1657,Kristin Hannah
1658,Jeanne DuPrau
1659,Behcet Kaya
1660,Johann David Wyss
1661,Richard Matheson
1662,D.H. Lawrence
1663,Paul Auster
1664,Madeline Miller
1665,Marguerite Yourcenar
1666,C.S. Lewis
1667,Stephen King
1668,Richard Bachman
1669,Jandy Nelson
1670,Gloria Steinem
1671,Anne Tyler
1672,Jack Kerouac
1673,James E. Talmage
1674,LuÃ­s de CamÃµes
1675,Harlan Coben
1676,Maria Nhambu
1677,Laura Ingalls Wilder
1678,Elif Shafak
1679,J.K. Rowling
1680,Irvine Welsh
1681,Elizabeth Gaskell
1682,Sarah Waters
1683,Denise Kiernan
1684,Thomas C. Foster
1685,Sheila Burnford
1686,Christopher Paolini
1687,Douglas Preston
1688,L.M. Montgomery
1689,Atul Gawande
1690,Jason Latshaw
1691,Erma Bombeck
1692,Meik Wiking
1693,Terry Pratchett
1694,Bret Easton Ellis
1695,Eleanor Coerr
1696,Jane Austen
1697,Olivia Laing
1698,Darin C.  Brown
1699,Edward Abbey
1700,Stella Gibbons
1701,Stephen King
1702,Richelle Mead
1703,James Baldwin
1704,Paulette Mahurin
1705,Paullina Simons
1706,Joshua Foer
1707,Sarah Addison Allen
1708,Raymond Carver
1709,RyÅ« Murakami
1710,Daron AcemoÄŸlu
1711,Richelle Mead
1712,E.L. Doctorow
1713,Timothy   Miller
1714,Victor Noble
1715,Natsuo Kirino
1716,Marguerite Duras
1717,Bastiat Frederic
1718,Stacy Schiff
1719,Victoria Helen Stone
1720,Noam Chomsky
1721,Pema ChÃ¶drÃ¶n
1722,Douglas Adams
1723,Kimberley   Paterson
1724,Nancy Farmer
1725,Diana Gabaldon
1726,Robert McCammon
1727,Stephenie Meyer
1728,Chip Heath
1729,RyÅ« Murakami
1730,Tom Stoppard
1731,Michelle McNamara
1732,Robert Ludlum
1733,Denis Johnson
1734,Haven Kimmel
1735,Aporva Kala
1736,John Carreyrou
1737,Alexander Pushkin
1738,Kirsten Fullmer
1739,Stephen King
1740,Debbie Mirza
1741,Gleb Tsipursky
1742,Hope Jahren
1743,Anna Kendrick
1744,Marie KondÅ
1745,Lynessa Layne
1746,Aimee Cabo Nikolov
1747,Irvine Welsh
1748,Scott McCloud
1749,Bill Bryson
1750,Stephen King
1751,Louise Erdrich
1752,Sylvia Nasar
1753,Jordan B. Peterson
1754,Euripides
1755,Sidney Sheldon
1756,Robert James Waller
1757,Thor Heyerdahl
1758,Cormac McCarthy
1759,Bill Bryson
1760,Michael Connelly
1761,William Faulkner
1762,Robert Dugoni
1763,Sergei Lukyanenko
1764,Bette Greene
1765,Rachel Hollis
1766,John Locke
1767,L.M. Montgomery
1768,Lloyd Jones
1769,Colleen Hoover
1770,Bruce D. Perry
1771,Richard Dawkins
1772,James Dashner
1773,Charlotte BrontÃ«
1774,Stephen King
1775,Kurt Vonnegut Jr.
1776,Christopher  Shields
1777,Lucy Christopher
1778,Neil deGrasse Tyson
1779,Tess Gerritsen
1780,Nassim Nicholas Taleb
1781,Jules Verne
1782,Irvine Welsh
1783,Kendra Elliot
1784,Brandon Sanderson
1785,Terry Brooks
1786,Amor Towles
1787,Marilynne Robinson
1788,Aimee Cabo Nikolov
1789,Michael Crichton
1790,Stephenie Meyer
1791,Joe Hill
1792,Juliet Marillier
1793,Pierce Brown
1794,Robert Ludlum
1795,Melinda Leigh
1796,David Sedaris
1797,Lewis Carroll
1798,Hannah Arendt
1799,Todd Strasser
1800,John Fante
1801,Thomas Paine
1802,Rudolfo Anaya
1803,George R.R. Martin
1804,James Bowen
1805,Aimee Cabo Nikolov
1806,Christiane Vera Felscherinow
1807,Michael Crichton
1808,Stephen King
1809,Marissa Meyer
1810,Susan Ee
1811,Donnie  Smith
1812,John Zelazny
1813,Andrea Luhman
1814,Zoltan Andrejkovics
1815,Maggie Stiefvater
1816,Brett Axel
1817,Chimamanda Ngozi Adichie
1818,John O'Riley
1819,Ammar Habib
1820,Jonas Jonasson
1821,Stormie Omartian
1822,J.K. Franko
1823,John Updike
1824,Bret Witter
1825,Mimi Jean Pamfiloff
1826,Alex Michaelides
1827,Chris Hadfield
1828,Joseph Wambaugh
1829,Louis-Ferdinand CÃ©line
1830,Frances Mayes
1831,Maxine Hong Kingston
1832,Rebecca Stead
1833,Liane Moriarty
1834,Paul Auster
1835,Sam Harris
1836,Margaret Atwood
1837,Carrie Brownstein
1838,Gleb Tsipursky
1839,Juan Rulfo
1840,Lew Wallace
1841,Randy Shilts
1842,E. Lockhart
1843,Sidney Sheldon
1844,Rick Riordan
1845,Deborah Harkness
1846,Angie Martin
1847,John Green
1848,Mark Twain
1849,Patricia Highsmith
1850,Jeet Thayil
1851,C.G. Jung
1852,Betty Friedan
1853,Timothy Snyder
1854,Nadine Burke Harris
1855,Paul Auster
1856,Plato
1857,Michel Faber
1858,Hillary Rodham Clinton
1859,V.E. Schwab
1860,John Irving
1861,Roxane Gay
1862,Graham Greene
1863,Willa Cather
1864,Patrick deWitt
1865,Patricia H. Graham
1866,Helmut Glavar
1867,Arthur Conan Doyle
1868,Chuck Klosterman
1869,C.S. Lewis
1870,Melinda Leigh
1871,Clarissa Pinkola EstÃ©s
1872,Fernando Pessoa
1873,L.M. Montgomery
1874,Nathaniel Philbrick
1875,Norman Mailer
1876,Robert Musil
1877,Jess van der Hoech
1878,Robert Dugoni
1879,Caitlin Moran
1880,Robin Hobb
1881,Tim Winton
1882,John Grisham
1883,Paul Spencer Sochaczewski
1884,Mark M. Bello
1885,Mark M. Bello
1886,Walter Moers
1887,Roxane Gay
1888,George R. Stewart
1889,Michael Crichton
1890,Kate Atkinson
1891,Diana Gabaldon
1892,Tom Wolfe
1893,Amish Tripathi
1894,David Sedaris
1895,Ramzy Sweis
1896,Diane L. Kowalyshyn
1897,Ross Lockridge Jr.
1898,Katja Millay
1899,Peter Bregman
1900,Lev Grossman
1901,Dean Koontz
1902,Erik Larson
1903,Denis Johnson
1904,Rebecca Traister
1905,Bill Bryson
1906,Timothy Egan
1907,Joshua Rem
1908,Sarah Dunant
1909,Aristophanes
1910,Karen Blixen
1911,Orson Scott Card
1912,Douglas Coupland
1913,Shannon Hale
1914,Sarah Vowell
1915,William Shakespeare
1916,William Graney
1917,Michael G. Kramer
1918,Anthony Bourdain
1919,Yeonmi Park
1920,John Marsden
1921,Christopher  Ryan
1922,S.G. Blaise
1923,Candice Millard
1924,RenÃ© Goscinny
1925,Bill O'Reilly
1926,Erich Maria Remarque
1927,BrenÃ© Brown
1928,Daniel Mangena
1929,Randy Pausch
1930,Guy de Maupassant
1931,Adam Lewis Walker
1932,J.S. Latshaw
1933,Alan Walsh
1934,Norman Vincent Peale
1935,Joe Hilley
1936,Richard Llewellyn
1937,Angela Carter
1938,Larry Niven
1939,Sharon M. Draper
1940,Michael  Grant
1941,Mikhail Lermontov
1942,Josh Malerman
1943,James  Hudson
1944,C.S. Lewis
1945,Jodi Picoult
1946,Jack Weatherford
1947,M.R. Carey
1948,Martin Adil-Smith
1949,Adam Nicke
1950,Germaine Greer
1951,Robert Galbraith
1952,Anne Fadiman
1953,Eleanor Catton
1954,J. Jupes
1955,Shane Senior
1956,Karen Armstrong
1957,Kathy Acker
1958,Sharon Kay Penman
1959,Laurell K. Hamilton
1960,Nujood Ali
1961,Thomas Mann
1962,Katherine Neville
1963,Olivia Hardy Ray
1964,Vera Jane Cook
1965,Gayle Forman
1966,Martin Amis
1967,Juddy Anderson C. Punzalan
1968,Jez Jones
1969,Neil Gaiman
1970,Julie Powell
1971,AnaÃ¯s Nin
1972,Michael   Lewis
1973,Maggie Stiefvater
1974,Laurie Halse Anderson
1975,Sidney Sheldon
1976,Ann-Marie MacDonald
1977,K.L. Randis
1978,Jean M. Auel
1979,J.J. Sorel
1980,Jean Racine
1981,Dai Sijie
1982,Jerome Lawrence
1983,Octavia E. Butler
1984,Patricia McCormick
1985,Susan Abulhawa
1986,Irvin D. Yalom
1987,Gleb Tsipursky
1988,L.M. Weeks
1989,John   Robbins
1990,Chris Kyle
1991,Pat Barker
1992,Pierre Choderlos de Laclos
1993,John             Lewis
1994,Mitch Albom
1995,Bill Bryson
1996,Patricia H. Graham
1997,Neil Gaiman
1998,Vivek Rajan Vivek
1999,Tama Janowitz
2000,Tom Wolfe
2001,Ursula K. Le Guin
2002,Nick Hornby
2003,Max Brooks
2004,Karl Wiggins
2005,Cheryl Strayed
2006,Giuseppe Tomasi di Lampedusa
2007,Kendra Elliot
2008,Teresa Garcia
2009,Jim George
2010,Michael Finkel
2011,Amish Tripathi
2012,William Landay
2013,Brian Jacques
2014,Erin Hunter
2015,Siddhartha Mukherjee
2016,John E. Douglas
2017,Trenton Lee Stewart
2018,Ally Carter
2019,Knut Hamsun
2020,Mark M. Bello
2021,Witold Gombrowicz
2022,Eugene Burdick
2023,Colleen Houck
2024,Tennessee Williams
2025,Felicia Day
2026,Michael G. Kramer
2027,Stephen King
2028,Julian Barnes
2029,Roberto BolaÃ±o
2030,Emma Donoghue
2031,Joan Didion
2032,Donald A. Norman
2033,Joan Gelfand
2034,Jon Krakauer
2035,Jane Mayer
2036,Hubert Selby Jr.
2037,Aristotle
2038,Colm TÃ³ibÃ­n
2039,BrenÃ© Brown
2040,Maggie Nelson
2041,Alison Weir
2042,Michael Tobert
2043,Nicholas Evans
2044,J.M. Coetzee
2045,Blake Crouch
2046,Terry Pratchett
2047,Marlo Lanz
2048,Barry Eisler
2049,Christopher McDougall
2050,James Dashner
2051,James Patterson
2052,Saroo Brierley
2053,Rachel Hawkins
2054,Haruki Murakami
2055,Francine Rivers
2056,Nicholas Sparks
2057,Flann O'Brien
2058,Celeste Ng
2059,Fyodor Dostoevsky
2060,Kristin Hannah
2061,Kelli Sullivan
2062,Paul Gallico
2063,Franz Kafka
2064,Fredrik Backman
2065,Mahatma Gandhi
2066,Isaac Asimov
2067,Frans de Waal
2068,Stephen King
2069,W. Somerset Maugham
2070,Ken Follett
2071,Flannery O'Connor
2072,Samuel Taylor Coleridge
2073,Jaeson D. Rau
2074,Adam Mansbach
2075,Lisa See
2076,Anita Shreve
2077,M.D. White
2078,George S. Clason
2079,Shari Lapena
2080,Oliver Sacks
2081,Mark M. Bello
2082,Steve Julien
2083,AndrÃ© Aciman
2084,Chip Heath
2085,Mika Waltari
2086,Sarah J. Maas
2087,Patricia C. Wrede
2088,Lin-Manuel Miranda
2089,Sharon Carter
2090,Iain Banks
2091,Tom Robbins
2092,Amy  Chua
2093,Kathleen Lopez
2094,James Patterson
2095,Richard Bachman
2096,Kerstin Gier
2097,Kris Kelkar
2098,Pat Conroy
2099,Matthew Bracey
2100,Aziz Ansari
2101,Janette Sebring Lowrey
2102,Neal Stephenson
2103,Jeffrey Archer
2104,Tolulope Oyewole
2105,JosÃ© Saramago
2106,Jim Butcher
2107,Ruth Reichl
2108,Svetlana Alexievich
2109,Anonymous
2110,Sapphire
2111,Edgar Allan Poe
2112,Ijeoma Oluo
2113,Arthur C. Clarke
2114,Onyeka
2115,R.L. Stine
2116,R.J. Flo
2117,Miquel Reina
2118,A.V. Davina
2119,Marie Lu
2120,Cordelia Fine
2121,Ramzi Najjar
2122,Paulo Freire
2123,Ben Peller
2124,Katherine Boo
2125,J.K. Rowling
2126,Allison Hoover Bartlett
2127,Roger Fisher
2128,Oliver Sacks
2129,Chriselda Barretto
2130,Mark Dunn
2131,Adam Nicke
2132,Douglas Coupland
2133,Kelley Armstrong
2134,Dan Brown
2135,Sarah Dessen
2136,Cristiane Serruya
2137,Friedrich DÃ¼rrenmatt
2138,J.D.  Brown
2139,O.L. Ramos
2140,Herman Wouk
2141,Terry Pratchett
2142,Isabel Allende
2143,Widad Akreyi
2144,Daniel Wallace
2145,Eric D. Goodman
2146,Stephen Smith
2147,Virginia Woolf
2148,Rick Yancey
2149,Haruki Murakami
2150,bell hooks
2151,Scott Heim
2152,Carlo Rovelli
2153,A.J. Jacobs
2154,Amit Ray
2155,Robert Bloch
2156,Victoria Hislop
2157,Peter Wohlleben
2158,Karen Glista
2159,Penelope Lively
2160,Megan Abbott
2161,Tetsuko Kuroyanagi
2162,Sebastian Junger
2163,E.B. White
2164,Elizabeth Kolbert
2165,Ed Yong
2166,Pablo Neruda
2167,Jeffery Deaver
2168,Kate Quinn
2169,Anna Lee Waldo
2170,Sylvain Reynard
2171,E.L. James
2172,James Victor Jordan
2173,Michael   Lewis
2174,Richard Bach
2175,James Clear
2176,Jeanette Winterson
2177,Patricia H. Graham
2178,Sophocles
2179,H.G. Wells
2180,Leslie Feinberg
2181,John Grisham
2182,Gail Carson Levine
2183,Andrea Luhman
2184,Ron Chernow
2185,Henryk Sienkiewicz
2186,Eric    Weiner
2187,Nick Bantock
2188,Robert Dugoni
2189,Lindy West
2190,David Foster Wallace
2191,Susan Orlean
2192,Steven Galloway
2193,Ã‰mile Zola
2194,Ted Chiang
2195,Vera Jane Cook
2196,Chuck Palahniuk
2197,Arthur Ransome
2198,Bill Bryson
2199,Sherwood Anderson
2200,Mary Kubica
2201,Mary Beard
2202,Seneca
2203,J. Sheridan Le Fanu
2204,Roger Zelazny
2205,Derek Landy
2206,Mary Wollstonecraft
2207,Robert Dugoni
